ID,	Condition,	LearningVsPerformance,	MazeOrder,	MazeIdentity,	AOI,	AOI_Time,	HesistencyTime,	TotalTrialTime,	AverageHeartRate,	AverageGalvanicSkinResponse,	AOIFixation,	TotalFixation
User 25,	PROXIMAL AND DISTAL,	Learning,	9,	4,	Sky,	0.9297,	0.0000,	5.1578,	74.8414,	74.8414,	0,	39
User 25,	PROXIMAL AND DISTAL,	Learning,	9,	4,	Lower,	4.0061,	0.0000,	5.1578,	74.8414,	74.8414,	0,	39
User 25,	PROXIMAL AND DISTAL,	Performance,	9,	4,	Proximal,	0.0000,	0.0000,	5.4320,	75.0000,	75.0000,	1,	26
User 25,	PROXIMAL AND DISTAL,	Performance,	9,	4,	Distal,	0.2769,	0.0000,	5.4320,	75.0000,	75.0000,	1,	26
User 25,	PROXIMAL AND DISTAL,	Performance,	9,	4,	Sky,	1.1226,	0.0000,	5.4320,	75.0000,	75.0000,	0,	26
User 25,	PROXIMAL AND DISTAL,	Performance,	9,	4,	Lower,	4.0325,	0.0000,	5.4320,	75.0000,	75.0000,	0,	26
User 25,	PROXIMAL AND DISTAL,	Learning,	10,	16,	Proximal,	0.0000,	1.9837,	11.7987,	75.0000,	75.0000,	0,	52
User 25,	PROXIMAL AND DISTAL,	Learning,	10,	16,	Distal,	0.2907,	1.9837,	11.7987,	75.0000,	75.0000,	0,	52
User 25,	PROXIMAL AND DISTAL,	Learning,	10,	16,	Sky,	4.2938,	1.9837,	11.7987,	75.0000,	75.0000,	0,	52
User 25,	PROXIMAL AND DISTAL,	Learning,	10,	16,	Lower,	7.2143,	1.9837,	11.7987,	75.0000,	75.0000,	0,	52
User 25,	PROXIMAL AND DISTAL,	Performance,	10,	16,	Proximal,	0.0000,	1.4327,	9.8791,	75.0000,	75.0000,	1,	33
User 25,	PROXIMAL AND DISTAL,	Performance,	10,	16,	Distal,	0.4911,	1.4327,	9.8791,	75.0000,	75.0000,	1,	33
User 25,	PROXIMAL AND DISTAL,	Performance,	10,	16,	Sky,	2.9222,	1.4327,	9.8791,	75.0000,	75.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Performance,	10,	16,	Lower,	6.4658,	1.4327,	9.8791,	75.0000,	75.0000,	0,	33
